LOG_SUCCESS       | info    | The initialization finished successfully without homotopy method.
assert            | info    | The following assertion has been violated at time 32280.010000
assert            | info    | The following assertion has been violated at time 32280.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32340.010000
assert            | info    | The following assertion has been violated at time 32340.010000
assert            | info    | The following assertion has been violated at time 32340.010000
assert            | info    | The following assertion has been violated at time 32340.010000
assert            | info    | The following assertion has been violated at time 32340.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32400.010000
assert            | info    | The following assertion has been violated at time 32400.010000
assert            | info    | The following assertion has been violated at time 32400.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32460.010000
assert            | info    | The following assertion has been violated at time 32460.010000
assert            | info    | The following assertion has been violated at time 32460.010000
assert            | info    | The following assertion has been violated at time 32460.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32520.010000
assert            | info    | The following assertion has been violated at time 32520.010000
assert            | info    | The following assertion has been violated at time 32520.010000
assert            | info    | The following assertion has been violated at time 32520.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32580.010000
assert            | info    | The following assertion has been violated at time 32580.010000
assert            | info    | The following assertion has been violated at time 32580.010000
assert            | info    | The following assertion has been violated at time 32580.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32640.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32700.010000
assert            | info    | The following assertion has been violated at time 32700.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32760.010000
assert            | info    | The following assertion has been violated at time 32760.010000
assert            | info    | The following assertion has been violated at time 32760.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32820.010000
assert            | info    | The following assertion has been violated at time 32820.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32880.010000
assert            | info    | The following assertion has been violated at time 32880.010000
assert            | info    | The following assertion has been violated at time 32880.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 32940.010000
assert            | info    | The following assertion has been violated at time 32940.010000
assert            | info    | The following assertion has been violated at time 32940.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33000.010000
assert            | info    | The following assertion has been violated at time 33000.010000
assert            | info    | The following assertion has been violated at time 33000.010000
assert            | info    | The following assertion has been violated at time 33000.010000
assert            | info    | The following assertion has been violated at time 33000.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33060.010000
assert            | info    | The following assertion has been violated at time 33060.010000
assert            | info    | The following assertion has been violated at time 33060.010000
assert            | info    | The following assertion has been violated at time 33060.010000
assert            | info    | The following assertion has been violated at time 33060.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33120.010000
assert            | info    | The following assertion has been violated at time 33120.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33180.010000
assert            | info    | The following assertion has been violated at time 33180.010000
assert            | info    | The following assertion has been violated at time 33180.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33240.010000
assert            | info    | The following assertion has been violated at time 33240.010000
assert            | info    | The following assertion has been violated at time 33240.010000
assert            | info    | The following assertion has been violated at time 33240.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33300.010000
assert            | info    | The following assertion has been violated at time 33300.010000
assert            | info    | The following assertion has been violated at time 33300.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33360.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33420.010000
assert            | info    | The following assertion has been violated at time 33420.010000
assert            | info    | The following assertion has been violated at time 33420.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33480.010000
assert            | info    | The following assertion has been violated at time 33480.010000
assert            | info    | The following assertion has been violated at time 33480.010000
assert            | info    | The following assertion has been violated at time 33480.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33540.010000
assert            | info    | The following assertion has been violated at time 33540.010000
assert            | info    | The following assertion has been violated at time 33540.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33600.010000
assert            | info    | The following assertion has been violated at time 33600.010000
assert            | info    | The following assertion has been violated at time 33600.010000
assert            | info    | The following assertion has been violated at time 33600.010000
assert            | info    | The following assertion has been violated at time 33600.010000
assert            | info    | The following assertion has been violated at time 33600.010000
assert            | info    | The following assertion has been violated at time 33600.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33660.010000
assert            | info    | The following assertion has been violated at time 33660.010000
assert            | info    | The following assertion has been violated at time 33660.010000
assert            | info    | The following assertion has been violated at time 33660.010000
assert            | info    | The following assertion has been violated at time 33660.010000
assert            | info    | The following assertion has been violated at time 33660.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33720.010000
assert            | info    | The following assertion has been violated at time 33720.010000
assert            | info    | The following assertion has been violated at time 33720.010000
assert            | info    | The following assertion has been violated at time 33720.010000
assert            | info    | The following assertion has been violated at time 33720.010000
assert            | info    | The following assertion has been violated at time 33720.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33780.010000
assert            | info    | The following assertion has been violated at time 33780.010000
assert            | info    | The following assertion has been violated at time 33780.010000
assert            | info    | The following assertion has been violated at time 33780.010000
assert            | info    | The following assertion has been violated at time 33780.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33840.010000
assert            | info    | The following assertion has been violated at time 33840.010000
assert            | info    | The following assertion has been violated at time 33840.010000
assert            | info    | The following assertion has been violated at time 33840.010000
assert            | info    | The following assertion has been violated at time 33840.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33900.010000
assert            | info    | The following assertion has been violated at time 33900.010000
assert            | info    | The following assertion has been violated at time 33900.010000
assert            | info    | The following assertion has been violated at time 33900.010000
assert            | info    | The following assertion has been violated at time 33900.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 33960.010000
assert            | info    | The following assertion has been violated at time 33960.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34020.010000
assert            | info    | The following assertion has been violated at time 34020.010000
assert            | info    | The following assertion has been violated at time 34020.010000
assert            | info    | The following assertion has been violated at time 34020.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34080.010000
assert            | info    | The following assertion has been violated at time 34080.010000
assert            | info    | The following assertion has been violated at time 34080.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34140.010000
assert            | info    | The following assertion has been violated at time 34140.010000
assert            | info    | The following assertion has been violated at time 34140.010000
assert            | info    | The following assertion has been violated at time 34140.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34200.010000
assert            | info    | The following assertion has been violated at time 34200.010000
assert            | info    | The following assertion has been violated at time 34200.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34260.010000
assert            | info    | The following assertion has been violated at time 34260.010000
assert            | info    | The following assertion has been violated at time 34260.010000
assert            | info    | The following assertion has been violated at time 34260.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34320.010000
assert            | info    | The following assertion has been violated at time 34320.010000
assert            | info    | The following assertion has been violated at time 34320.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34380.010000
assert            | info    | The following assertion has been violated at time 34380.010000
assert            | info    | The following assertion has been violated at time 34380.010000
assert            | info    | The following assertion has been violated at time 34380.010000
assert            | info    | The following assertion has been violated at time 34380.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34440.010000
assert            | info    | The following assertion has been violated at time 34440.010000
assert            | info    | The following assertion has been violated at time 34440.010000
assert            | info    | The following assertion has been violated at time 34440.010000
assert            | info    | The following assertion has been violated at time 34440.010000
assert            | info    | The following assertion has been violated at time 34440.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34500.010000
assert            | info    | The following assertion has been violated at time 34500.010000
assert            | info    | The following assertion has been violated at time 34500.010000
assert            | info    | The following assertion has been violated at time 34500.010000
assert            | info    | The following assertion has been violated at time 34500.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34560.010000
assert            | info    | The following assertion has been violated at time 34560.010000
assert            | info    | The following assertion has been violated at time 34560.010000
assert            | info    | The following assertion has been violated at time 34560.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34620.010000
assert            | info    | The following assertion has been violated at time 34620.010000
assert            | info    | The following assertion has been violated at time 34620.010000
assert            | info    | The following assertion has been violated at time 34620.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34680.010000
assert            | info    | The following assertion has been violated at time 34680.010000
assert            | info    | The following assertion has been violated at time 34680.010000
assert            | info    | The following assertion has been violated at time 34680.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34740.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34800.010000
assert            | info    | The following assertion has been violated at time 34800.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34860.010000
assert            | info    | The following assertion has been violated at time 34860.010000
assert            | info    | The following assertion has been violated at time 34860.010000
assert            | info    | The following assertion has been violated at time 34860.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34920.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 34980.010000
assert            | info    | The following assertion has been violated at time 34980.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35040.010000
assert            | info    | The following assertion has been violated at time 35040.010000
assert            | info    | The following assertion has been violated at time 35040.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35100.010000
assert            | info    | The following assertion has been violated at time 35100.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35160.010000
assert            | info    | The following assertion has been violated at time 35160.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35220.010000
assert            | info    | The following assertion has been violated at time 35220.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35280.010000
assert            | info    | The following assertion has been violated at time 35280.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35340.010000
assert            | info    | The following assertion has been violated at time 35340.010000
assert            | info    | The following assertion has been violated at time 35340.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35400.010000
assert            | info    | The following assertion has been violated at time 35400.010000
assert            | info    | The following assertion has been violated at time 35400.010000
assert            | info    | The following assertion has been violated at time 35400.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35460.010000
assert            | info    | The following assertion has been violated at time 35460.010000
assert            | info    | The following assertion has been violated at time 35460.010000
assert            | info    | The following assertion has been violated at time 35460.010000
assert            | info    | The following assertion has been violated at time 35460.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35520.010000
assert            | info    | The following assertion has been violated at time 35520.010000
assert            | info    | The following assertion has been violated at time 35520.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35580.010000
assert            | info    | The following assertion has been violated at time 35580.010000
assert            | info    | The following assertion has been violated at time 35580.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35640.010000
assert            | info    | The following assertion has been violated at time 35640.010000
assert            | info    | The following assertion has been violated at time 35640.010000
assert            | info    | The following assertion has been violated at time 35640.010000
assert            | info    | The following assertion has been violated at time 35640.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35700.010000
assert            | info    | The following assertion has been violated at time 35700.010000
assert            | info    | The following assertion has been violated at time 35700.010000
assert            | info    | The following assertion has been violated at time 35700.010000
assert            | info    | The following assertion has been violated at time 35700.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35760.010000
assert            | info    | The following assertion has been violated at time 35760.010000
assert            | info    | The following assertion has been violated at time 35760.010000
assert            | info    | The following assertion has been violated at time 35760.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35820.010000
assert            | info    | The following assertion has been violated at time 35820.010000
assert            | info    | The following assertion has been violated at time 35820.010000
assert            | info    | The following assertion has been violated at time 35820.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35880.010000
assert            | info    | The following assertion has been violated at time 35880.010000
assert            | info    | The following assertion has been violated at time 35880.010000
assert            | info    | The following assertion has been violated at time 35880.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 35940.010000
assert            | info    | The following assertion has been violated at time 35940.010000
assert            | info    | The following assertion has been violated at time 35940.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36000.010000
assert            | info    | The following assertion has been violated at time 36000.010000
assert            | info    | The following assertion has been violated at time 36000.010000
assert            | info    | The following assertion has been violated at time 36000.010000
assert            | info    | The following assertion has been violated at time 36000.010000
assert            | info    | The following assertion has been violated at time 36000.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36060.010000
assert            | info    | The following assertion has been violated at time 36060.010000
assert            | info    | The following assertion has been violated at time 36060.010000
assert            | info    | The following assertion has been violated at time 36060.010000
assert            | info    | The following assertion has been violated at time 36060.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36120.010000
assert            | info    | The following assertion has been violated at time 36120.010000
assert            | info    | The following assertion has been violated at time 36120.010000
assert            | info    | The following assertion has been violated at time 36120.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36180.010000
assert            | info    | The following assertion has been violated at time 36180.010000
assert            | info    | The following assertion has been violated at time 36180.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36240.010000
assert            | info    | The following assertion has been violated at time 36240.010000
assert            | info    | The following assertion has been violated at time 36240.010000
assert            | info    | The following assertion has been violated at time 36240.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36300.010000
assert            | info    | The following assertion has been violated at time 36300.010000
assert            | info    | The following assertion has been violated at time 36300.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36360.010000
assert            | info    | The following assertion has been violated at time 36360.010000
assert            | info    | The following assertion has been violated at time 36360.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36420.010000
assert            | info    | The following assertion has been violated at time 36420.010000
assert            | info    | The following assertion has been violated at time 36420.010000
assert            | info    | The following assertion has been violated at time 36420.010000
assert            | info    | The following assertion has been violated at time 36420.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36480.010000
assert            | info    | The following assertion has been violated at time 36480.010000
assert            | info    | The following assertion has been violated at time 36480.010000
assert            | info    | The following assertion has been violated at time 36480.010000
assert            | info    | The following assertion has been violated at time 36480.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36540.010000
assert            | info    | The following assertion has been violated at time 36540.010000
assert            | info    | The following assertion has been violated at time 36540.010000
assert            | info    | The following assertion has been violated at time 36540.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36600.010000
assert            | info    | The following assertion has been violated at time 36600.010000
assert            | info    | The following assertion has been violated at time 36600.010000
assert            | info    | The following assertion has been violated at time 36600.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36660.010000
assert            | info    | The following assertion has been violated at time 36660.010000
assert            | info    | The following assertion has been violated at time 36660.010000
assert            | info    | The following assertion has been violated at time 36660.010000
assert            | info    | The following assertion has been violated at time 36660.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36720.010000
assert            | info    | The following assertion has been violated at time 36720.010000
assert            | info    | The following assertion has been violated at time 36720.010000
assert            | info    | The following assertion has been violated at time 36720.010000
assert            | info    | The following assertion has been violated at time 36720.010000
assert            | info    | The following assertion has been violated at time 36720.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36780.010000
assert            | info    | The following assertion has been violated at time 36780.010000
assert            | info    | The following assertion has been violated at time 36780.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36840.010000
assert            | info    | The following assertion has been violated at time 36840.010000
assert            | info    | The following assertion has been violated at time 36840.010000
assert            | info    | The following assertion has been violated at time 36840.010000
assert            | info    | The following assertion has been violated at time 36840.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36900.010000
assert            | info    | The following assertion has been violated at time 36900.010000
assert            | info    | The following assertion has been violated at time 36900.010000
assert            | info    | The following assertion has been violated at time 36900.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 36960.010000
assert            | info    | The following assertion has been violated at time 36960.010000
assert            | info    | The following assertion has been violated at time 36960.010000
assert            | info    | The following assertion has been violated at time 36960.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37020.010000
assert            | info    | The following assertion has been violated at time 37020.010000
assert            | info    | The following assertion has been violated at time 37020.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37080.010000
assert            | info    | The following assertion has been violated at time 37080.010000
assert            | info    | The following assertion has been violated at time 37080.010000
assert            | info    | The following assertion has been violated at time 37080.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37140.010000
assert            | info    | The following assertion has been violated at time 37140.010000
assert            | info    | The following assertion has been violated at time 37140.010000
assert            | info    | The following assertion has been violated at time 37140.010000
assert            | info    | The following assertion has been violated at time 37140.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37200.010000
assert            | info    | The following assertion has been violated at time 37200.010000
assert            | info    | The following assertion has been violated at time 37200.010000
assert            | info    | The following assertion has been violated at time 37200.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37260.010000
assert            | info    | The following assertion has been violated at time 37260.010000
assert            | info    | The following assertion has been violated at time 37260.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37320.010000
assert            | info    | The following assertion has been violated at time 37320.010000
assert            | info    | The following assertion has been violated at time 37320.010000
assert            | info    | The following assertion has been violated at time 37320.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37380.010000
assert            | info    | The following assertion has been violated at time 37380.010000
assert            | info    | The following assertion has been violated at time 37380.010000
assert            | info    | The following assertion has been violated at time 37380.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37440.010000
assert            | info    | The following assertion has been violated at time 37440.010000
assert            | info    | The following assertion has been violated at time 37440.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37500.010000
assert            | info    | The following assertion has been violated at time 37500.010000
assert            | info    | The following assertion has been violated at time 37500.010000
assert            | info    | The following assertion has been violated at time 37500.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37560.010000
assert            | info    | The following assertion has been violated at time 37560.010000
assert            | info    | The following assertion has been violated at time 37560.010000
assert            | info    | The following assertion has been violated at time 37560.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37620.010000
assert            | info    | The following assertion has been violated at time 37620.010000
assert            | info    | The following assertion has been violated at time 37620.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37680.010000
assert            | info    | The following assertion has been violated at time 37680.010000
assert            | info    | The following assertion has been violated at time 37680.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37740.010000
assert            | info    | The following assertion has been violated at time 37740.010000
assert            | info    | The following assertion has been violated at time 37740.010000
assert            | info    | The following assertion has been violated at time 37740.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37800.010000
assert            | info    | The following assertion has been violated at time 37800.010000
assert            | info    | The following assertion has been violated at time 37800.010000
assert            | info    | The following assertion has been violated at time 37800.010000
assert            | info    | The following assertion has been violated at time 37800.010000
assert            | info    | The following assertion has been violated at time 37800.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37860.010000
assert            | info    | The following assertion has been violated at time 37860.010000
assert            | info    | The following assertion has been violated at time 37860.010000
assert            | info    | The following assertion has been violated at time 37860.010000
assert            | info    | The following assertion has been violated at time 37860.010000
assert            | info    | The following assertion has been violated at time 37860.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37920.010000
assert            | info    | The following assertion has been violated at time 37920.010000
assert            | info    | The following assertion has been violated at time 37920.010000
assert            | info    | The following assertion has been violated at time 37920.010000
assert            | info    | The following assertion has been violated at time 37920.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 37980.010000
assert            | info    | The following assertion has been violated at time 37980.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38040.010000
assert            | info    | The following assertion has been violated at time 38040.010000
assert            | info    | The following assertion has been violated at time 38040.010000
assert            | info    | The following assertion has been violated at time 38040.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38100.010000
assert            | info    | The following assertion has been violated at time 38100.010000
assert            | info    | The following assertion has been violated at time 38100.010000
assert            | info    | The following assertion has been violated at time 38100.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38160.010000
assert            | info    | The following assertion has been violated at time 38160.010000
assert            | info    | The following assertion has been violated at time 38160.010000
assert            | info    | The following assertion has been violated at time 38160.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38220.010000
assert            | info    | The following assertion has been violated at time 38220.010000
assert            | info    | The following assertion has been violated at time 38220.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38280.010000
assert            | info    | The following assertion has been violated at time 38280.010000
assert            | info    | The following assertion has been violated at time 38280.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38340.010000
assert            | info    | The following assertion has been violated at time 38340.010000
assert            | info    | The following assertion has been violated at time 38340.010000
assert            | info    | The following assertion has been violated at time 38340.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38400.010000
assert            | info    | The following assertion has been violated at time 38400.010000
assert            | info    | The following assertion has been violated at time 38400.010000
assert            | info    | The following assertion has been violated at time 38400.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38460.010000
assert            | info    | The following assertion has been violated at time 38460.010000
assert            | info    | The following assertion has been violated at time 38460.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38520.010000
assert            | info    | The following assertion has been violated at time 38520.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38580.010000
assert            | info    | The following assertion has been violated at time 38580.010000
assert            | info    | The following assertion has been violated at time 38580.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38640.010000
assert            | info    | The following assertion has been violated at time 38640.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38700.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38760.010000
assert            | info    | The following assertion has been violated at time 38760.010000
assert            | info    | Found event, previous asserts are ignored.
assert            | info    | The following assertion has been violated at time 38820.010000
assert            | info    | Found event, previous asserts are ignored.
